name,description,cuisinePrimary,cuisineSecondary,address_full,phone,website,latitude,longitude,rating,reviewCount,priceRange,features
"Boa Hora Bar E Restaurante","","","","Avenida Santos, 20, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27307620-Reviews-Boa_Hora_Bar_E_Restaurante-Recife_State_of_Pernambuco.html","-8.114611","-34.95543",-1,-1,"",""
"Boa Porcao","","","","Rua Direita 243 and 1 Sao Jose, Recife, Pernambuco","","","-8.06698","-34.87818",-1,-1,"",""
"Boali","","Sul-americana","","Avenida Republica do Libano 251 Shopping Riomar, Piso Superior, Recife, Pernambuco 51110-160","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12990651-Reviews-Boali-Recife_State_of_Pernambuco.html","-8.086996","-34.891193",3.5,8,"$$ - $$$",""
"Bob's","Pioneirismo, criatividade e qualidade. Estas características marcaram o Bob's desde sua fundação, em 1952, pelo americano Robert Falkenburg, campeão de tênis no torneio de Wimbledon em 1948 e 1949. O conceito de fast-food ainda nem existia no país, quando o jovem tenista vislumbrou a possibilidade de fazer sucesso no Rio de Janeiro.","","","Rua Padre Carapuceiro, 777 Boa Viagem, Recife, Pernambuco 51020-280","+55 81 3465-7900","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5691328-Reviews-Bob_s-Recife_State_of_Pernambuco.html","-8.11739","-34.90137",3.6,34,"$$ - $$$","Acesso para cadeirantes; Para levar"
"Bobys Chopp.","","","","Rua Amaro Coutinho, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27405635-Reviews-Bobys_Chopp-Recife_State_of_Pernambuco.html","-8.034102","-34.894714",-1,-1,"",""
"Bob´s Burgers","","","","Rua do Giriquiti 48 Na praça de alimentação do Shopping Boa Vista, loja 217, Recife, Pernambuco 50070-010","+55 81 3223-4289","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12909955-Reviews-Bob_s_Burgers-Recife_State_of_Pernambuco.html","-8.06022","-34.8874",4,1,"",""
"Boca Maldita Lanche","","","","R. Jose Felipe Santiago, 75 Iputinga, Recife, Pernambuco 50680-090","","","-8.057241","-34.937096",3.6,11,"",""
"Boca Maldita","","","","Avenida General San Martin 1793 Jiquia, Recife, Pernambuco 50761-000","","","-8.07013","-34.92845",4.3,6,"$",""
"Bode Do Paraiba","Acesso para cadeirantes","Pizza","","Avenida Afonso Olindense 1090 Centro, Recife, Pernambuco 50810-000","+558134538326","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5363732-Reviews-Bode_Do_Paraiba-Recife_State_of_Pernambuco.html","-8.04123","-34.95824",4.2,11,"","Acesso para cadeirantes; Lugares para sentar; Serviço de mesa"
"Bode Do Primo","Acesso para cadeirantes","Churrasco","","Rua Capitao Aurelio de Araujo 63, Recife, Pernambuco 50731-230","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6005599-Reviews-Bode_Do_Primo-Recife_State_of_Pernambuco.html","-8.042712","-34.933872",4,69,"$$ - $$$","Acesso para cadeirantes; Entrega; Lugares para sentar; Para levar; Serve bebida alcoólica; Serviço de mesa"
"Bode do Nô Boa Viagem","Bem-vindo ao Melhor Regional da Cidade! Restaurante com especialização na culinária nordestina, com destaque para a carne de bode, em pratos como a Buchada de Bode mais famosa da região e o carro chefe da casa: Chã de Bode. . Vai vir no Bode do Nô? Tem que provar as entradinhas, caldinhos (feijão, peixe, camarão, marisco, polvo e fava), espetinho de bode e outras gratinadas, antes dos pratos com cortes de carnes selecionadas, como Bode na Nata, Mistão de Bode, Bode Guisado, Churrasco Misto, Picanha Importada, e se deliciar com os de frutos do mar como o Camarão na Moranga, Moqueca e Camarão sertanejo. . No Happy Hour do bode do Nô: Mais de 30 petiscos como a Chapa de Carne de Sol, drinks, whisky, a Cerveja mais gelada da cidade e mais.","","","Rua Dr. João Guilherme Pontes Sobrinho, 245 Boa Viagem, Recife, Pernambuco 51021-090","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d11852967-Reviews-Bode_do_No_Boa_Viagem-Recife_State_of_Pernambuco.html","-8.124526","-34.904457",4.7,1771,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Apenas dinheiro; Balcão externo; Bar completo; Bufê; Cadeiras para bebês; Discover; Entrega; Estacionamento com manobrista; Estacionamento com validação; Estacionamento disponível; Estacionamento na rua; Estacionamento privado grátis; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Música ao vivo; Pagamento digital; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Vinho e cerveja; Visa; Wi-fi gratuito"
"Bodega Do Gordo","","","","Rua Ernesto Nazareth, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27307827-Reviews-Bodega_Do_Gordo-Recife_State_of_Pernambuco.html","-8.096795","-34.92517",-1,-1,"",""
"Bodega Do Zan","","","","Rua Sá E Souza, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27396090-Reviews-Bodega_Do_Zan-Recife_State_of_Pernambuco.html","-8.140249","-34.90759",-1,-1,"",""
"Bodega de Véio","Lugares para sentar","Bar","","Avenida Rio Branco 162, Recife, Pernambuco 50030-310","+55 81 3224-5183","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10747944-Reviews-Bodega_de_Veio-Recife_State_of_Pernambuco.html","-8.06256","-34.87296",3.9,33,"$$ - $$$","Lugares para sentar; Serviço de mesa"
"Bodega do Veio","Lugares para sentar","Bar","","Avenida Rui Barbosa 548 Gracas, Recife, Pernambuco 52011-040","","","-8.064661","-34.873405",4,25,"$$ - $$$","Lugares para sentar; Serviço de mesa"
"Bodegon Sorvete","","","","Avenida Camarao 417 Cordeiro, Recife, Pernambuco 50721-360","","","-8.04829","-34.93285",-1,-1,"",""
"Boi E Brasa Caxanga","Aceita cartão de crédito","Steakhouse","","Avenida Caxanga 4435, Recife, Pernambuco 50740-000","+558130366237","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6029898-Reviews-Boi_E_Brasa_Caxanga-Recife_State_of_Pernambuco.html","-8.037772","-34.94462",3.8,217,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Cadeiras para bebês; Estacionamento disponível; Lugares para sentar; Reservas; Serve bebida alcoólica; Serviço de mesa; Wi-fi gratuito"
"Boi E Brasa Churrascaria Ilha Do Retiro","","","","Av. Sport Clube Do Recife - Madalena, Recife - Pe, 50750-500, Recife, Pernambuco 50750-500","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27649277-Reviews-Boi_E_Brasa_Churrascaria_Ilha_Do_Retiro-Recife_State_of_Pernambuco.html","-8.05389","-34.88111",3,2,"",""
"Boka Loka Lanches 3","","","","Av. Manoel Gonçalves Da Luz, Recife, Pernambuco","+558132274017","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27885926-Reviews-Boka_Loka_Lanches_3-Recife_State_of_Pernambuco.html","-8.068754","-34.91747",-1,-1,"",""
"Bom Apetite","","","","Rua Almirante Batista Leao 278 Prq Zabulao, Recife, Pernambuco 51130-070","","","-8.14181","-34.91058",3.7,3,"",""
"Bom De Panela","","","","Rua Mandacaru, 548, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27385591-Reviews-Bom_De_Panela-Recife_State_of_Pernambuco.html","-8.02139","-34.927",-1,-1,"",""
"Bom Lanche","","","","Rua Padre Lima E Sa 407 Ipsep, Recife, Pernambuco 51350-300","","","-8.11159","-34.9258",4,1,"",""
"Bom de Minas Coxinhas de Batata","","","","Avenida Engenheiro Abdias De Carvalho, Recife, Pernambuco 50720-635","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10619722-Reviews-Bom_de_Minas_Coxinhas_de_Batata-Recife_State_of_Pernambuco.html","-8.06174","-34.90784",4,1,"",""
"Bombom & Cia","","","","Rua da Saudade 251 Boa Vista, Recife, Pernambuco 50050-025","","","-8.05952","-34.88173",4,1,"",""
"Bomboniere Ambole","","","","Avenida Afonso Olindense 900 Varzea, Recife, Pernambuco 50810-000","","","-8.03861","-34.95739",5,2,"",""
"Bomboniere Doce Mel","","","","Rua Amaro Coutinho 52 Encruzilhada, Recife, Pernambuco 52041-115","","","-8.0367","-34.89174",4.5,2,"",""
"Bomboniere Doce Vida","","","","Estrada dos Remedios 2401 Madalena, Recife, Pernambuco 50720-715","","","-8.05898","-34.90733",4,1,"",""
"Bombonyfruit","","","","Rua Delfim 427 Brasilia Teimosa, Recife, Pernambuco 51010-010","","","-8.080477","-34.87877",-1,-1,"",""
"Bonaparte","Acesso para cadeirantes","Sul-americana","","Rua Doutor Joao Santos Filho 255 Pinheiros, Recife, Pernambuco 52060-904","","","-8.03706","-34.91138",4,23,"$$ - $$$","Acesso para cadeirantes; Para levar"
"Boneca De Xita","","","","Rua Marquês De Marialva, 35, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27367028-Reviews-Boneca_De_Xita-Recife_State_of_Pernambuco.html","-8.03768","-34.98484",-1,-1,"",""
"Boteco 109","","","","Av.tenente Felipe Bandeira De Melo, N°109, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27308096-Reviews-Boteco_109-Recife_State_of_Pernambuco.html","-8.095644","-34.92954",-1,-1,"",""
"Boteco Bapp Bar e Petiscaria","Bar, Pub","Pub","","Rua alfon celsa 274, Recife, Pernambuco","558130727727","","-8.11789","-34.946697",4,1,"",""
"Boteco Bela Toca","","Bar","","Avenida Domingos Engenheiro Ferreira, 1950, Recife, Pernambuco 51020-180","+55 81 99231-0071","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d26555098-Reviews-Boteco_Bela_Toca-Recife_State_of_Pernambuco.html","-8.106502","-34.890564",-1,-1,"",""
"Boteco Da Vila","","","","Avenida Tapajós, 11, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27398393-Reviews-Boteco_Da_Vila-Recife_State_of_Pernambuco.html","-8.091933","-34.927258",-1,-1,"",""
"Boteco Do Dudu","","","","Rua Claudino José De Lima, 188c, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27396145-Reviews-Boteco_Do_Dudu-Recife_State_of_Pernambuco.html","-8.08668","-34.95189",-1,-1,"",""
"Boteco Ferro & Fogo","","","","Estrada Do Encanamento, 1400 Parnamirim, Recife, Pernambuco 52061-395","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23174649-Reviews-Boteco_Ferro_Fogo-Recife_State_of_Pernambuco.html","-8.02921","-34.92231",5,1,"$",""
"Boteco Porto Ferreiro","Acesso para cadeirantes","Internacional","","Avenida Rui Barbosa 458 Gracas 458, Recife, Pernambuco 52011-905","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4427130-Reviews-Boteco_Porto_Ferreiro-Recife_State_of_Pernambuco.html","-8.04801","-34.89922",4.1,133,"$$ - $$$","Acesso para cadeirantes; Cadeiras para bebês; Estacionamento com manobrista; Lugares para sentar; Mesas ao ar livre; Reservas; Serve bebida alcoólica; Serviço de mesa; Wi-fi gratuito"
"Boutique Cafe & Chocolate","","","","Avenida Conselheiro Aguiar 1552 Boa Viagem, Recife, Pernambuco 51111-010","","","-8.10375","-34.88808",4.3,7,"",""
"Boyz Pizza","","","","Avenida Norte Miguel Arraes De Alencar, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27246150-Reviews-Boyz_Pizza-Recife_State_of_Pernambuco.html","-8.039312","-34.89028",-1,-1,"",""
"Braga's Self Service","","","","Rua Marques do Recife 154 Centro, Recife, Pernambuco 50010-060","","","-8.06338","-34.87794",4,9,"",""
"Bragança Chocolates","A Bragança Chocolates nasceu do sonho de valorizar o cacau e o chocolate brasileiro. Além de experienciar as cores, cultura e sabores do nordeste brasileiro de ponta à ponta. Aqui misturamos chocolate com frutas e castanhas brasileiras. Bragança é pura Brasilidade - e Cacau também.","Brasileira","","Avenida Monsenhor Ângelo Sampaio, 100 Centro, Recife, Pernambuco 51110-160","+55 87 98832-5034","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d25040231-Reviews-Braganca_Chocolates-Recife_State_of_Pernambuco.html","-8.086519","-34.89502",-1,-1,"",""
"Brandenburgueria","","Brasileira","","Rua Tamboril No 11 Loja 15, Recife, Pernambuco 50640-200","+558131261166","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d13226346-Reviews-Brandenburgueria-Recife_State_of_Pernambuco.html","-8.05934","-34.9295",5,1,"$",""
"Brazzettus Churrascaria e Pizzaria","Somos uma Churrascaria & Pizzaria, focada em oferecer o melhor, com o mais alto padrão de qualidade para vocês.","Churrasco","","Avenida Caxanga 4301 Várzea, Recife, Pernambuco 50740-000","+55 81 3453-9847","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5369862-Reviews-Brazzettus_Churrascaria_e_Pizzaria-Recife_State_of_Pernambuco.html","-8.038036","-34.94366",4,84,"$$ - $$$","Acesso para cadeirantes; Cadeiras para bebês; Entrega; Lugares para sentar; Para levar; Reservas; Serviço de mesa"
"Breja & Burguer","","","","R. Dhalia, 323 Boa Viagem, Recife, Pernambuco 51020-290","","","","",-1,-1,"",""
"Bro Burger","","","","Rua Ernesto De Paula Santos, 360, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27383309-Reviews-Bro_Burger-Recife_State_of_Pernambuco.html","-8.124475","-34.900543",-1,-1,"",""
"Bronx Burger","","","","Rua Jornalista Alfredo Porto Silveira, Recife, Pernambuco 51130-310","55989451615","","-8.13879","-34.914",-1,-1,"$",""
"Bruna Hinterlang Confeitaria Artesanal","Confeitaria especializada em alta confeitaria e confeitaria francesa. Trabalhamos com os melhores ingredientes da confeitaria mundial, utilizamos em nossas preparações apenas chocolate belga Callebaut. Além de doces e sobremesas incríveis, doces na medida certa, temos ótimas opções salgadas como quiches, croissants e empadas. Venha nos conhecer, você não irá se arrepender.","Francesa","","Rua Doutor Raul Lafayette, nº191., Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d26630569-Reviews-Bruna_Hinterlang_Confeitaria_Artesanal-Recife_State_of_Pernambuco.html","-8.122164","-34.900345",5,1,"",""
"Budega Meu Lindo Ipsep","Quem não ama tomar uma com aquela comidinha deliciosa de buteco? Aqui na Budega Meu Lindo você encontra isso e muito mais. Uma culinária inovadora e saborosa com um ambiente familiar e agradável tanto pra você vir almoçar quanto para curtir nosso happy hour depois do expediente ao som de uma música ao vivo de qualidade. De entrada que tal experimentar nossos tradicionais caldinhos ou talvez nossos dadinhos de queijo coalho ou camarão? Pra forrar o bucho, nossa dica é o Torresmo de Rolo servido e cortado na mesa (um show à parte). Pra finalizar, vai de docinho de caju ou jaca? Ou quem sabe um cafezinho? Não perde tempo, traz a tua turma que na Budega vocês vão ter uma experiência deliciosa e LINDA pra agradar todos os gostos.","Bar","","Rua Aderbal de Melo, Recife, Pernambuco 51350-460","81 989747605","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d20307227-Reviews-Budega_Meu_Lindo_Ipsep-Recife_State_of_Pernambuco.html","-8.10908","-34.92464",-1,-1,"","Aceita cartão de crédito; American Express; Discover; Familiar; Lugares para sentar; Mastercard; Música ao vivo; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Visa"
"Budega Sushi","","","","Avenida Conselheiro Rosa E Silva 1834 Vl Marieta, Recife, Pernambuco 52050-020","","","-8.03613","-34.90187",5,1,"",""
"Budega do Eduardo","","","","Rua Marechal Deodoro, 252, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27189645-Reviews-Budega_do_Eduardo-Recife_State_of_Pernambuco.html","-8.03831","-34.88581",-1,-1,"",""
"Buono & Bello Gelato","Gelateria situada em Boa Viagem, que possuí o sabor do gelato Italiano! Local agradável para encontrar os amigos ou marcar uma reunião de negócios, temos wifi. Também possuímos cafés e outras comidinhas, venha nos conhecer!","Italiana","","Avenida Conselheiro Aguiar 1205 Loja 04, Recife, Pernambuco 51011-031","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d14999764-Reviews-Buono_Bello_Gelato-Recife_State_of_Pernambuco.html","-8.100943","-34.886574",4.4,12,"$$ - $$$","Aceita cartão de crédito; Entrega; Estacionamento disponível; Estacionamento na rua; Lugares para sentar; Para levar; Restaurante privativo"
"Burburinho Recifebar","18 Anos De #burburinhobar No #recifeantigo Com #show De #rock #blues #jazz #mpb #autoral, Petiscos Especiais, #cerveja Geladíssima E O Famoso #pastel","Bar","","Rua Vigário Tenório 185, Recife, Pernambuco 50030-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4740136-Reviews-Burburinho_Recifebar-Recife_State_of_Pernambuco.html","-8.064055","-34.87315",3.6,51,"$$ - $$$","Aceita cartão de crédito; Bar completo; Estacionamento na rua; Lugares para sentar; Mesas ao ar livre; Música ao vivo; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Wi-fi gratuito"
"Burger King","Acesso para cadeirantes","","","Av. República do Líbano, 251 - Pina, Recife, Pernambuco 51110-160","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4538368-Reviews-Burger_King-Recife_State_of_Pernambuco.html","-8.0858","-34.89071",3.9,41,"$$ - $$$","Acesso para cadeirantes; Para levar"
"Burguer Mania","","","","Rua Guaratiba, 10, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27390160-Reviews-Burguer_Mania-Recife_State_of_Pernambuco.html","-8.030273","-34.933598",-1,-1,"",""
"Burguer do Nô","","","","Av. Visc. de Jequitinhonha, 106 Boa Viagem, Recife, Pernambuco 51030-020","+55 81 4042-8181","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d25563543-Reviews-Burguer_do_No-Recife_State_of_Pernambuco.html","-8.12986","-34.902782",4.7,15,"",""
"C&A Dos Salgados","","","","Avenida Conselheiro Aguiar 242 Boa Viagem, Recife, Pernambuco 51011-030","","","-8.0926","-34.88394",4.5,4,"",""
"Caboclo De Lanca","","","","Estrada dos Remedios 2056 Afogados, Recife, Pernambuco 50750-265","","","-8.06187","-34.90753",3.3,3,"$",""
"Caboquinha","","","","Rua Imbaúba, 16, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27309248-Reviews-Caboquinha-Recife_State_of_Pernambuco.html","-8.017457","-34.92584",-1,-1,"",""
"Cacau Show Mega Store","Acesso para cadeirantes","Café","","Av República do Líbano, 251 Shopping Riomar Pina, Recife, Pernambuco 51110-160","+55 800 11 9263","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4532668-Reviews-Cacau_Show_Mega_Store-Recife_State_of_Pernambuco.html","-8.08678","-34.89148",4.4,50,"$$ - $$$","Acesso para cadeirantes; Para levar"
"Cacau Show","Acesso para cadeirantes","Café","","Rua Joaquim Nabuco 409 Derby, Recife, Pernambuco 52011-970","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4538057-Reviews-Cacau_Show-Recife_State_of_Pernambuco.html","-8.05261","-34.89996",4.5,31,"$","Acesso para cadeirantes; Para levar"
"Cacua Do Matuto","","","","Rua Dom Jose Lopes 1200 Rec Das Minas, Recife, Pernambuco 51021-370","","","-8.12727","-34.90974",-1,-1,"",""
"Cafe Da Imperatriz","","","","Rua Imperatriz Tereza Cristina 163 Boa Vista, Recife, Pernambuco 50060-120","","","-8.06307","-34.88398",4,2,"$$ - $$$",""
"Cafe Tao - cafeteria","","Sul-americana","","Avenida Santos Dumont 345, Recife, Pernambuco 52050-050","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d17396555-Reviews-Cafe_Tao_cafeteria-Recife_State_of_Pernambuco.html","-8.03801","-34.89869",4.7,6,"$$ - $$$",""
"Cafeteria Santa Clara Parnamirim","Horário: Seg a Seg - 8h às 21h Comidinhas deliciosas e cafés especiais!☕","Delicatéssen","","Rua Condado, 92, Recife, Pernambuco 52060-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23647015-Reviews-Cafeteria_Santa_Clara_Parnamirim-Recife_State_of_Pernambuco.html","-8.033302","-34.908684",-1,-1,"",""
"Café Jaqueira","","Café","","Cais Da Alfândega, 13, Recife, Pernambuco 50030-100","+55 81 3265-9455","","-8.065271","-34.87392",3.3,3,"",""
"Café Jardim","Um cantinho aconchegante na Zona Oeste do Recife para você ter o seu momento acompanhado de bom café e comidinhas que despertam memorias afetivas.","","","Av. Liberdade, 447, Jardim São Paulo, Recife, Pernambuco 50920-410","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27495675-Reviews-Cafe_Jardim-Recife_State_of_Pernambuco.html","-8.08634","-34.953583",5,1,"$","Aceita cartão de crédito; American Express; Discover; Entrega; Familiar; Lugares para sentar; Mastercard; Reservas; Serviço de mesa; Visa; Wi-fi gratuito"
"Café KM","","Lanchonete","","Avenida Conselheiro Aguiar 1360 Lj 31, Recife, Pernambuco 51011-030","+55 81 99465-5531","","-8.102509","-34.887997",4,10,"$$ - $$$",""
"Café Liberal 1817","A charming bistrot in the heart of Recife, from breakfast till nighttime. Come and make history with us!","Europeia","","Avenida Marques de Olinda n 174 Bairro do Recife, Recife, Pernambuco 50030-000","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d15183437-Reviews-Cafe_Liberal_1817-Recife_State_of_Pernambuco.html","-8.063386","-34.87307",4.7,26,"$","Lugares para sentar; Para levar; Reservas; Serviço de mesa"
"Café São Braz","Acesso para cadeirantes","","","Av. República do Líbano, 251 Shopping RioMar Recife, Recife, Pernambuco 51110-900","","","-8.08678","-34.89148",3.2,17,"$$ - $$$","Acesso para cadeirantes"
"Café São Braz","Brunch","Café","","Rua Pessoa de Melo 299 Madalena, Recife, Pernambuco 50610-220","","http://www.facebook.com/saobrazcoffeshopmadalena/?rf=225437307905858","-8.05069","-34.9074",4.4,9,"",""
"Café do Brejo","Cafeteria vinda do sertao Pernambucano, com torrefacao propria e produzimos nossos proprios paes , no sertao (Triunfo) somos pousada e restaurante e iniciamos na plantacao de cafe arabica","","","Rua Capitão Lima, 20 Santo Amaro, Recife, Pernambuco 50040-080","+55 81 3423-6964","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10455589-Reviews-Cafe_do_Brejo-Recife_State_of_Pernambuco.html","-8.054722","-34.87722",4.6,19,"$$ - $$$","Balcão externo; Entrega; Estacionamento na rua; Familiar; Mastercard; Mesas ao ar livre; Para levar; Visa; Wi-fi gratuito"
"Café mais Prosa","Cardápio com opções de cafés especiais espressos, cappuccinos e o saboroso cappuccino café mais prosa, cafés filtrados e oferecidos em quatro opções, sobremesas saborosas com bolos caseiros e doces, Gelados com sorvetes, brawnies e chocolates, sanduíches de pão ciabata, filet migon, queijo do reino, quatro queijos, croissant de carne de sol e queijos, quiches de bacalhau, e salgados especiais....","Café","","Rua Barão de Itamaracá, 284 Loja 4 - Galeria Chalé, Recife, Pernambuco 52020-070","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12846629-Reviews-Cafe_mais_Prosa-Recife_State_of_Pernambuco.html","-8.04404","-34.89266",4.1,15,"$","Acesso para cadeirantes; Lugares para sentar"
"Cais Rooftop Lounge","A mais bela vista do Recife, cozinha regional e internacional, nosso bar esta entre os 100 melhores do pais, atrações musicais todos os dias, venha conhecer.","Bar","","Avenida Alfredo Lisboa, 4 Centro Cultural Cais do Sertão, Recife, Pernambuco 50030-150","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d19839580-Reviews-Cais_Rooftop_Lounge-Recife_State_of_Pernambuco.html","-8.061093","-34.870354",4.2,397,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Áreas de lazer; Balcão externo; Bar completo; Cadeiras para bebês; Estacionamento na rua; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Música ao vivo; Na orla; Pagamento digital; Permite cães; Reservas; Restaurante privativo; Restaurantes para não-fumantes; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Calcada Do Sabor","","Sul-americana","","Rua das Calcadas 294 Sao Jose, Recife, Pernambuco 50020-290","+558130483003","","-8.07012","-34.87957",4,4,"$$ - $$$",""
"Caldeirao Furado","Acesso para cadeirantes","","","Avenida Manoel Borba 305 Centro, Recife, Pernambuco 50070-000","","","-8.06062","-34.8883",3.8,15,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Serviço de mesa"
"Caldinho Do Ivaldo","","","","Avenida Caxangá, 2191, Recife, Pernambuco","+5581998990364","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27405556-Reviews-Caldinho_Do_Ivaldo-Recife_State_of_Pernambuco.html","-8.04738","-34.92693",-1,-1,"",""
"Caldinho Do Principe Do Amigo Dinho","","","","Rua do Principe 217 Santo Amaro, Recife, Pernambuco 50050-035","","","-8.05731","-34.88528",-1,-1,"",""
"Caldinho Do Rikinho","","","","Avenida João De Barros, 1482, Recife, Pernambuco","+5581999766587","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27394154-Reviews-Caldinho_Do_Rikinho-Recife_State_of_Pernambuco.html","-8.041775","-34.891426",-1,-1,"",""
"Caldinho Do Roberto","","","","Rua Real da Torre 85 Madalena, Recife, Pernambuco 50610-000","","","-8.056342","-34.90931",4.5,2,"",""
"Caldinho Futebol","","","","Avenida Vsc de Jequitinhonha 286 B Boa Viagem, Recife, Pernambuco","","","-8.12339","-34.90389",4,4,"$$ - $$$",""
"Caldinho Sem Nome","","","","Rua da Regeneracao 426 Juatuba, Recife, Pernambuco 52120-300","","","-8.02013","-34.89",3,1,"",""
"Caldo De Cana Do Jota","","","","Travessa do Forte SN S Jose, Recife, Pernambuco 50020-490","","","-8.07152","-34.87964",4.7,6,"",""
"Caldo De Cana Do Paulo","","","","Rua Padre Lemos 21500 Casa Amarela, Recife, Pernambuco 52070-200","","","-8.02486","-34.91774",3.4,5,"",""
"Caldo De Cana Sao Jose","","","","Rua Doutor Vilas Boa 1637 Centro, Recife, Pernambuco 50780-025","","","-8.09572","-34.93946",4.5,2,"",""
"Caldo de Cana do Jota","","","","Rua das Calcadas 366-414e, Recife, Pernambuco 50020-290","","","-8.070524","-34.87986",4.5,2,"$",""
"Camarada Camarão Recife - Riomar","Somos um restaurante informal, rústico e elegante e decorado com lembranças do mar. O restaurante inaugurou sua primeira operação em dezembro de 2005. Hoje o planejamento do Camarada Camarão é estar em cada cantinho do país, levando sabor, ingredientes de qualidade e uma experiência única para seus clientes. O cardápio desenvolvido pelo chef francês François Schmitt, que mora há mais de 25 anos no Brasil, tem como diferencial a união da culinária internacional com a brasileira. Esta casa contempla música Ao Vivo e espaço para Eventos.","","","Av. República do Líbano, 251 Boa viagem, Recife, Pernambuco 51110-160","+55 81 98164-4358","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d13164423-Reviews-Camarada_Camarao_Recife_Riomar-Recife_State_of_Pernambuco.html","-8.086807","-34.89416",4.9,5385,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Bar completo; Cadeiras para bebês; Familiar; Lugares para sentar; Pagamento digital; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Vales-presente disponíveis; Vinho e cerveja; Wi-fi gratuito"
"Camarao & Cia.","","","","Av. República do Líbano, 251 Shopping Rio Mar, Recife, Pernambuco 51110-160","+55 81 3327-0819","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d19087884-Reviews-Camarao_Cia-Recife_State_of_Pernambuco.html","-8.08678","-34.89148",3.7,3,"",""
